onset	duration	nwb_table	go_cue_time_array	target_id	num_targets	num_attempted	target_dir	target_size	result	target_1_x_position	target_1_y_position	target_2_x_position	target_2_y_position	target_3_x_position	target_3_y_position	target_4_x_position	target_4_y_position
26.898	8.812000000000001	trials	[26.9997, 33.0056, 33.86173333333333, 35.09276666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-5.919149875640869	1.1417654752731323	-3.218353033065796	-3.0660481452941895	-8.953165054321289	5.905651092529297	-4.552397727966309	3.5322036743164062
36.714	4.323999999999998	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
42.041	12.045000000000002	trials	[42.142266666666664, 53.2318, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	-6.7111945152282715	-1.339326024055481	-5.385413646697998	-6.160353660583496	-0.8375243544578552	-8.238020896911621	5.800823211669922	-5.6498236656188965
55.089	3.3370000000000033	trials	[55.190666666666665, 56.2543, 57.1004, 57.81016666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-0.9637123942375183	-3.826139211654663	-2.5857796669006348	2.6122336387634277	-7.34376859664917	4.1489644050598145	-4.029932975769043	0.4048362374305725
59.429	3.513999999999996	trials	[59.530433333333335, 60.41863333333333, 61.7008, 62.29026666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-4.116701602935791	-4.5944108963012695	1.172685146331787	8.670326232910156	-1.0293834209442139	4.181351661682129	-4.346774101257324	7.922329902648926
63.946	2.0349999999999966	trials	[64.04763333333334, 64.97693333333333, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	-6.826465606689453	3.5805411338806152	-4.341289043426514	-0.7581104636192322	6.323244094848633	-2.6944026947021484	2.205639362335205	0.14202696084976196
66.985	9.299000000000007	trials	[67.08616666666667, 74.97976666666666, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	F	-6.517593860626221	-5.259632110595703	-2.051666736602783	-3.0111892223358154	2.80643630027771	-1.1844761371612549	6.758817195892334	-4.2469401359558105
77.287	4.126999999999995	trials	[77.38873333333333, 78.84033333333333, 79.77566666666667, 80.5175]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-3.2253024578094482	-7.871495723724365	1.1136856079101562	-1.23033607006073	-1.6501896381378174	2.93631649017334	2.680612802505493	-0.004254138562828302
82.417	9.664999999999992	trials	[82.51846666666667, 89.1309, 90.28173333333334, 91.15793333333333]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	3.1722376346588135	4.971517562866211	-2.9644360542297363	-1.0027720928192139	-7.8592305183410645	0.017514880746603012	-5.091709136962891	-4.146716594696045
93.086	3.834000000000003	trials	[93.18696666666666, 94.3408, 95.1819, 95.9468]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	5.445608615875244	1.6949454545974731	1.109018325805664	4.183716773986816	-3.8816497325897217	4.4890570640563965	-7.831244945526123	7.555112361907959
97.924	3.667999999999992	trials	[98.02496666666667, 98.91016666666667, 99.83946666666667, 101.04846666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-3.2164738178253174	5.630563735961914	-3.148974895477295	0.6310193538665771	7.584916114807129	1.9896093606948853	3.2748403549194336	4.524021625518799
102.595	4.3559999999999945	trials	[102.69656666666667, 104.7707, 105.55766666666666, 106.37066666666666]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	8.088675498962402	3.0958077907562256	3.4987189769744873	1.112805724143982	-3.176344871520996	-5.88190221786499	1.1063499450683594	-8.46231460571289
107.955	4.087000000000003	trials	[108.05586666666666, 109.26386666666667, 110.0538, 110.929]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	6.683865547180176	-4.068819999694824	3.505751132965088	-0.208821639418602	7.353601455688477	-5.7254133224487305	1.679846167564392	5.884182453155518
113.045	1.8079999999999927	trials	[113.1465, 113.92743333333334, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	-2.1558737754821777	2.6768076419830322	2.3696205615997314	4.802813529968262	5.3264899253845215	8.834800720214844	1.4404503107070923	5.688581466674805
115.856	2.058000000000007	trials	[115.95746666666666, 116.8136, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	-2.053816556930542	2.4718902111053467	-4.527171611785889	6.992041110992432	-3.54598069190979	2.0892598628997803	-5.556788921356201	6.667103290557861
118.918	2.140999999999991	trials	[119.01906666666666, 120.5218, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	5.993492603302002	-1.7501922845840454	3.035133123397827	2.2807021141052246	-8.005942344665527	-7.410451412200928	-3.0715253353118896	-8.217625617980957
122.063	4.289999999999992	trials	[122.16386666666666, 123.2295, 124.17986666666667, 125.46003333333333]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	0.8327025175094604	6.7694993019104	5.059414863586426	4.051461696624756	-3.1569297313690186	6.256263256072998	-7.857447624206543	3.670564889907837
127.357	8.985000000000014	trials	[127.458, 133.96316666666667, 134.87843333333333, 135.72453333333334]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-6.126227378845215	-1.0201574563980103	-1.8092989921569824	-3.542880058288574	2.7300071716308594	-5.6392340660095215	-0.6932428479194641	-1.9948742389678955
137.346	3.8319999999999936	trials	[137.4468, 138.52846666666667, 139.35353333333333, 140.29986666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-7.676459789276123	4.528674125671387	-7.426880836486816	-0.4650931656360626	-0.885383129119873	-2.665351390838623	-2.9119834899902344	6.51426887512207
142.182	3.3300000000000125	trials	[142.2828, 143.28126666666665, 144.03716666666668, 144.9865]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-7.080311298370361	3.7529208660125732	-2.533942461013794	1.671927809715271	4.081436634063721	-5.580721855163574	7.565512657165527	-1.9944686889648438
